Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
5245PA,SW,SMB: ThinkPad Smart Mark(Chinese HandWriting) Function Test 5245PA,1,none,-100,240,,tmitsuhashi,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,verify ThinkPad Smart Mark(Chinese HandWriting) functionality,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5245PA,SW,SMB: ThinkPad Smart Mark(Chinese HandWriting) Function Test 5245PA,1,none,-100,240,,tmitsuhashi,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,verify ThinkPad Smart Mark(Chinese HandWriting) functionality,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5379PA,SW,Lenovo applications: GUI confirmation on System LCD and External monitor test 5379PA,1,none,-100,360,,tmitsuhashi,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the application's GUI which are handled by Application team on different supported LCD panel and on External monitor case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5379PA,SW,Lenovo applications: GUI confirmation on System LCD and External monitor test 5379PA,1,none,-100,360,,tmitsuhashi,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm the application's GUI which are handled by Application team on different supported LCD panel and on External monitor case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5380PA,SW,3rd party applications: GUI confirmation on System LCD and External monitor test 5380PA,1,none,-100,360,,tmitsuhashi,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the application's GUI which are handled by Application team on different supported LCD panel and on External monitor case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5380PA,SW,3rd party applications: GUI confirmation on System LCD and External monitor test 5380PA,1,none,-100,360,,tmitsuhashi,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm the application's GUI which are handled by Application team on different supported LCD panel and on External monitor case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5392PA,SW,MS Office activation test 5392PA,1.6,none,-100,48,,ycharmaine,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,"-confirm activated MS Office application's basic function.
-Request preload team to prepare a prealod AOD which include activated MS Office module.",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5392PA,SW,MS Office activation test 5392PA,1.6,none,-100,48,,ycharmaine,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,"-confirm activated MS Office application's basic function.
-Request preload team to prepare a prealod AOD which include activated MS Office module.",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5421PA,SW,W7:LenovoPowerENGAGE function test 5421PA,1.2,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm Lenovo PowerENGAGE function,,"Win10-32bit, Win7- 64bit, Win7- 32bit",
5421PA,SW,W7:LenovoPowerENGAGE function test 5421PA,1.2,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm Lenovo PowerENGAGE function,,"Win10-32bit, Win7- 64bit, Win7- 32bit",
5652PA,SW,W7:Auto Screen Utility test on SIT 5652PA,1.0.1,none,-100,480,,timothy.roasa@awsys-i.com,ROOT: Application team: Preload application compatibility - 1542PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the function of Auto screen rotation utility,,"Win7- 64bit, Win7- 32bit",
5669PA,SW,All: PC Game compatibility check 5669PA,1.1,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: PC game compatibility check,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,"Make sure the game will run smoothly under default video/performance setting, no garbage image/no lag/no hangup/no black screen appeared, especially when much players in the same chapter.",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5651PA,SW,W7:Screen rotation Utility function check on FVT 5651PA,1.2.1,none,-100,480,,timothy.roasa@awsys-i.com,ROOT:W7:Screen rotation Utility function check on FVT,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,confirm the basic function of Auto screen rotation utility,,"Win7- 64bit, Win7- 32bit",
4284PA,SW,Battery FW update utility verification 4284PA,2.0,none,-100,120,,gkothandaram,ROOT: Application team: Battery test - 5236PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify battery FW utility,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4455PA,SW,Battery FUD confirmation 4455PA,1.3,none,-100,48,,tmitsuhashi,ROOT: Application team: Battery test - 5236PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm FUD can be reset and set correct date after reset,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5236PA,SW,Application team: Battery test 5236PA,1,none,-100,0,,tmitsuhashi,ROOT: Application team: Battery test - 5236PA,Single,Active,Win 10,SIT,vthangavel,confirm application team's battery related test items,,,
4179PA,SW,FVT:Battery FW update utility verification 4179PA,1.6.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: FVT:Battery FW update utility verification - 4179PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify battery FW utility works,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2917PA,SW,Computrace side effect verification 2917PA,1.7,none,-100,0,,tmitsuhashi,ROOT: Computrace side effect verification - 2917PA,Single,Active,Win 10,SIT,vthangavel,To verify no side effect with enabling computrace,,,
3986PA,SW,Computrace connection verification 3986PA,1.4,none,-100,144,,shaun.casantusan@awsys-i.com,ROOT: Computrace side effect verification - 2917PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,"To verify the system can connect actual computrace web site . note : To support computrace , Product should have the capability and Absolute company approval .",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5302PA,SW,Wintab pressure sensitivity check,0.6,none,-100,480,,gkothandaram,ROOT: Application team: Wintab test - 5303PA,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm Wintab pressure sensitivity using differentwell known applications,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5302PA,SW,Wintab pressure sensitivity check,0.6,none,-100,480,,gkothandaram,ROOT: Application team: Wintab test - 5303PA,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,confirm Wintab pressure sensitivity using differentwell known applications,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5303PA,SW,Application team: Wintab test 5303PA,1,none,-100,0,,tmitsuhashi,ROOT: Application team: Wintab test - 5303PA,Single,Active,Win 10,SIT,vthangavel,confirm Application team's Wintab test coverage,,,
5303PA,SW,Application team: Wintab test 5303PA,1,none,-100,0,,tmitsuhashi,ROOT: Application team: Wintab test - 5303PA,Single,Active,Win 10,FVT,vthangavel,confirm Application team's Wintab test coverage,,,
4012PA,SW,Dual Mode battery Manual&Auto mode verification 4012PA,1.4,none,-100,0,,tmitsuhashi,ROOT: Dual Mode battery Manual&Auto mode verification - 4012PA,Single,Active,Win 10,SIT,vthangavel,To verify dual mode battery is detected or not correctly,,,
4031PA,SW,Auto : Dual mode battery - automatic mode verification 4031PA,1.3.1,none,-100,384,,timothy.roasa@awsys-i.com,ROOT: Dual Mode battery Manual&Auto mode verification - 4012PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify dual mode battery - automatic mode function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4035PA,SW,Auto : Dual mode battery charge / discharge operation with auto switch rejection 4035PA,1.1,none,-100,240,,tmitsuhashi,ROOT: Dual Mode battery Manual&Auto mode verification - 4012PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify battery usage,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4063PA,SW,Power Manager Function Test - Battery Maintenance for dual battery 4063PA,1.1,none,-100,144,,tmitsuhashi,ROOT: Dual Mode battery Manual&Auto mode verification - 4012PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Battery maintenance function with dual mode battery,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4325PA,SW,Advance Lifespan mode and Storage mode 4325PA,1.8,none,-100,144,,shaun.casantusan@awsys-i.com,ROOT: Dual Mode battery Manual&Auto mode verification - 4012PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Auto Life Span mode confirmation,,"Win10-32bit, Win7- 64bit, Win7- 32bit",
4325PA,SW,Advance Lifespan mode and Storage mode 4325PA,1.8,none,-100,144,,shaun.casantusan@awsys-i.com,ROOT: Dual Mode battery Manual&Auto mode verification - 4012PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Auto Life Span mode confirmation,,"Win10-32bit, Win7- 64bit, Win7- 32bit",
4123PA,SW,FVT: Dual mode battery Autoswitch function verification 4123PA,1.1,none,-100,192,,tmitsuhashi,ROOT: FVT: Dual mode battery Autoswitch function verification - 4123PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify dual mode battery - automatic mode function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5489PA,SW,DRAFT:PowerProducer: Disc Utilities function test on SIT 5489PA,1,none,-100,240,,tmitsuhashi,MAIN: DRAFT:PowerProducer: Disc Utilities function test on SIT - 5489PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the PowerProducer's Disc Utilities module under usage case scenario,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5443PA,SW,PowerDVD Create function test on SIT 5443PA,1.1.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: ODD Application test - 5484PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the basic function of PowerDVD Create,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5444PA,SW,PowerProducer function test on SIT 5444PA,1.1,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: ODD Application test - 5484PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,"confirm below PowerProducer features under usage case related scenarios.
-Produce Movie Disc
-Right-to-Disc
-Edit Disc",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5484PA,SW,DRAFT: ODD Application test 5484PA,1,none,-100,480,,tmitsuhashi,ROOT: ODD Application test - 5484PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,use this document to cover ODD related applications during SIT,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
4816PA,SW,PowerProducer function test on FVT 4816PA,1.3,none,-100,480,,tmitsuhashi,ROOT: PowerProducer function test on FVT - 4816PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To confirm the functionality and compatibility of PowerDVD Create Application,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2895PA,SW,FFRT : HDD Active Protection Function Test 2895PA,2.6,none,-100,240,,vthangavel,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify HDD Active Protection System function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2895PA,SW,FFRT : HDD Active Protection Function Test 2895PA,2.6,none,-100,240,,vthangavel,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To verify HDD Active Protection System function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2896PA,SW,"FFRT : Utilities availability , Battery Info and dual mode battery verification 2896PA",2.1,none,-100,240,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify ThinkPad Utilities availability,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2896PA,SW,"FFRT : Utilities availability , Battery Info and dual mode battery verification 2896PA",2.1,none,-100,240,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To verify ThinkPad Utilities availability,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3119PA,SW,FFRT:Application Function Test 3119PA,1.6,none,-100,240,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm the functionality of the common applications,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3119PA,SW,FFRT:Application Function Test 3119PA,1.6,none,-100,240,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To confirm the functionality of the common applications,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3121PA,SW,FFRT:ThinkVantage Function Test 3121PA,1.1,none,-100,240,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm the compatibility of Rescue and Recovery application with final level of BIOS/H8/Drivers/Applications before SIT exit,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3121PA,SW,FFRT:ThinkVantage Function Test 3121PA,1.1,none,-100,240,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To confirm the compatibility of Rescue and Recovery application with final level of BIOS/H8/Drivers/Applications before SIT exit,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3613PA,SW,FFRT : Fingerprint Function test 3613PA,2.5,none,-100,480,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Confirm fingerprint function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3613PA,SW,FFRT : Fingerprint Function test 3613PA,2.5,none,-100,480,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,Confirm fingerprint function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3780PA,SW,FFRT : Power Manager Function test 3780PA,2.8,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Power Manager function,,"Win7- 64bit, Win7- 32bit",
3780PA,SW,FFRT : Power Manager Function test 3780PA,2.8,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To verify Power Manager function,,"Win7- 64bit, Win7- 32bit",
3911PA,SW,FFRT:TrackPoint Function Test 3911PA,1.5,none,-100,192,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.,,"Win7- 32 bit, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit",
3911PA,SW,FFRT:TrackPoint Function Test 3911PA,1.5,none,-100,192,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.,,"Win7- 32 bit, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit",
4064PA,SW,FFRT : Preloaded application version & Power Plan check 4064PA,3,none,-100,72,,vthangavel,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify the latest version is installed or not on the target preload image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4064PA,SW,FFRT : Preloaded application version & Power Plan check 4064PA,3,none,-100,72,,vthangavel,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To verify the latest version is installed or not on the target preload image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4640PA,SW,FFRT:Lenovo Solution Center(LSC) Function test 4640PA,2.3,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Lenovo Solution Center application functionaliry,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5228PA,SW,Unquoted Service Path 5228PA,1.1,none,-100,48,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To detect the service path that are contain space and unquoted.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5228PA,SW,Unquoted Service Path 5228PA,1.1,none,-100,48,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To detect the service path that are contain space and unquoted.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
