Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
5387PA,SW,3+2BCP(ALPS):TrackPoint Function test 5387PA,1.2,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: UltraNav Function Test for ALPS - 2198PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,confirm 3+2BCP under usage case scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5388PA,SW,3+2BCP(ALPS):ClickPad function test 5388PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: UltraNav Function Test for ALPS - 2198PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm 3+2BCP under usage case scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5642PA,SW,NEC: 2BCP: Ultranav driver test (ALPS) 5642PA,1,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: UltraNav Function Test for ALPS - 2198PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm ALPS Ultranav driver with NEC model system,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4028PA,SW,UltraNav : Embedded Contller Quality Confirmation test 4028PA,1.3,none,-100,96,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,It confirms that there is no UltraNav operation quality fall by EC.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4236PA,SW,UltraNav : ClickPad Function Test for Synaptics 4236PA,1.7,none,-100,288,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Synaptics UltraNav driver advanced functions under all OS supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4333PA,SW,UltraNav : General Function Test 4333PA,2.2,none,-100,1200,,shaun.casantusan@awsys-i.com,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Synaptics UltraNav driver General function under all OS supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4971PA,SW,UltraNav: 5 Button Clickpad Function Test for Synaptics 4971PA,3.8,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To qualify new 5 button clickpad design and functionality on all OS supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5225PA,SW,TouchPad test for Tablet Keyboard 5225PA,1.6,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",vthangavel,confirm touchpad function for Tablet keyboard works,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5274PA,SW,5BCP TouchPad SynReflash update test 5274PA,1.1,none,-100,240,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm TouchPad SynReflash utility,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5293PA,SW,5BCP: Usage scenario test 5293PA,1,none,-100,480,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm 5BCP function on different usage scenario case,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5327PA,SW,ClickPad function test 5327PA,1.2,none,-100,480,,vthangavel,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm 3+2BCP/2BCP under usage case scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5342PA,SW,3+2BCP Score Card 5342PA,1.1,none,-100,480,,vthangavel,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,perform 3+2BCP score card items and gather data,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5345PA,SW,3+2BCP:TrackPoint Function test 5345PA,2.5,none,-100,480,High,ycharmaine,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,confirm 3+2BCP under usage case scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5721PA,SW,Precision Touch Pad Function Test 5721PA,2.4,Touchpad,-100,560,,amannem2,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,To Validate Precision Touch Pad function Test,,Win10-64bit,
4239PA,SW,UltraNav Function Test for Synaptics (TouchPad model) 4239PA,1.3,none,-100,0,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (TouchPad model) - 4239PA,Single,Active,Win 10,SIT,tmitsuhashi,"To verify the functionality of TouchPad driver.
A touch pad has two types, Synaptics and ALPS. And a touch pad driver is separate. Please take care.",,NULL,
5672PA,SW,All: Ultranav Scrolling perfomance comparison 5672PA,1.1,none,-100,480,,mmontecer,ROOT:Ultranav Driver Common test coverage,Matrix,Active,Win 10,SIT,vthangavel,compare the Ultranav scrolling performance of the new product against the released product/follow-on product,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5673PA,SW,All: Ultranav Pinch and Rotate perfomance comparison 5673PA,1.3,none,-100,480,,vthangavel,ROOT:Ultranav Driver Common test coverage,Matrix,Active,Win 10,SIT,vthangavel,compare the Ultranav pinch and rotate performance of the new product against the released product/follow-on product,,"Win10-64bit, Win7- 64bit",
5542PA,SW,Wireless Dock Manager (Client SW) test on SIT 5542PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT:Application Team: WiGig Test coverage for SIT,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the basic function of the application,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5567PA,SW,Application Team: WiGig Dock usage test 5567PA,1.2,none,-100,384,,shaun.casantusan@awsys-i.com,ROOT:Application Team: WiGig Test coverage for SIT,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm WiGig dock function under usage scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5540PA,SW,Wireless Dock Manager (Client SW) UI test 5540PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT:Wireless Dock Manager (Client SW) UI test,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm the basic function of the application under test,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4832PA,SW,Zero Power ODD 4832PA,1,none,-100,144,,tmitsuhashi,MAIN: Zero Power ODD - 4832PA,Matrix,Active,Win 8,SIT,tmitsuhashi,To confirm Zero Power ODD function,,"Win8- 64bit, Win8- 32bit",
4710PA,SW,FVT: Hybrid Boot confirmation 4710PA,1,none,-100,480,,tmitsuhashi,ROOT: FVT: Hybrid Boot confirmation - 4710PA,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,Confirm Windows 8 Hybrid boot function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4717PA,SW,"Picture password, PIN logon 4717PA",2,none,-100,360,,vthangavel,"ROOT: Picture password, PIN logon - 4717PA",Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,To confirm Picture Password and Pin Logon is function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4756PA,SW,W8/W10: Single sign on w/Live ID confirmation 4756PA,1.3,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: W8: Single sign on w/Live ID confirmation - 4756PA,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,To confirm the funtionality of Single Sign On with Windows Live ID in Windows 8,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4824PA,SW,Win8 OS feature test 4824PA,2.2,none,-100,576,,tmitsuhashi,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,Confirm Win8 OS uniques features,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4828PA,SW,W8: Hybrid boot confirmation test 4828PA,1,none,-100,144,,tmitsuhashi,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,Confirm Win8 Hybrid Boot feature,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4831PA,SW,"Picture password, PIN logon 4831PA",1.1,none,-100,96,,shaun.casantusan@awsys-i.com,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,To confirm Picture Password and Pin Logon is function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4835PA,SW,W8: Single sign on w/Live ID confirmation 4835PA,1,none,-100,96,,tmitsuhashi,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,To confirm the funtionality of Single Sign On with Windows Live ID in Windows 8,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4954PA,SW,W8/W10:Windows To Go confirmation 4954PA,1.4.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,Confirm Windows To Go feature,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5170PA,SW,SMB:W8.1:Metro In-Box App: Alarm/Calculate/Sound Recorder Function Verification Test 5170PA,1,none,-100,144,,tmitsuhashi,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,"confirm function of Win8.1 Alarm, Calculator, and Sound Recorder",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5350PA,SW,MS Windows Defender test 5350PA,1.2,none,-100,240,,vthangavel,ROOT: Win8 OS feature test - 4824PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,confirm Windows Defender on Lenovo Preload OS,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4569PA,SW,W8:Lenovo Settings Power 4569PA,2.7,none,-100,480,,tmitsuhashi,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,confirm Lenovo Settings Power,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4902PA,SW,Lenovo Settings Power - Notifications 4902PA,2,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,confirm Lenovo Experience Power notification feature works as expected.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4904PA,SW,W8:Lenovo Setting hub application Function test 4904PA,2.0.1,none,-100,360,,timothy.roasa@awsys-i.com,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,To confirm usability of Lenovo Experience applicationBasic function is working fine as expected,,"Win81-64bit, Win81-32bit, Win10-32bit",
5063PA,SW,Citroen - QuickControl application function test 5063PA,2.5,none,-100,480,,tmitsuhashi,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,Qualify NFC technology QuickControl application on Android and IOS devices.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5104PA,SW,Lenovo QuickCast Function Test 5104PA,1.2,none,-100,480,,tmitsuhashi,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,To validate Lenovo QuickCast application.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5113PA,SW,W8:Lenovo Easy Resume (Instant On) 5113PA,1.6,none,-100,360,,vthangavel,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,"Confirm Lenovo Instant On feature
Download Intel Powerhouse Mountain 4.3.0 tool from PMS.
http://ipgpms.lenovo.com/document/documentManage.action?viewType=fold&level=3&categoryId=46&selCategoryName=ThinkPad PA&typesId=371&selSubName=Application",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5134PA,SW,W8/W10:Lenovo Easy Resume(Instant On) Advance Scenario 5134PA,1.4,none,-100,720,,shaun.casantusan@awsys-i.com,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,Confirm Instant On function on different scenarios and no application crash,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5243PA,SW,Lenovo Transition function test 5243PA,1.1,none,-100,360,,tmitsuhashi,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,confirm Lenovo Transistion function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5246PA,SW,Application team: preload application test 5246PA,2.4,none,-100,0,,tmitsuhashi,ROOT: Application team: preload application test - 5246PA,Single,Active,Win 10,"SIT,FVT",tmitsuhashi,Perform Win8 test items handled by application team,,NULL,
5260PA,SW,Cyberlink Photo Director function test 5260PA,1.2,none,-100,240,,tmitsuhashi,ROOT: Application team: preload application test - 5246PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,confirm Photo director function works,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4990PA,SW,W8:Lenovo Settings Power 4990PA,2,none,-100,480,,tmitsuhashi,ROOT: W8:Lenovo Settings Power - 4990PA,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,confirm reserve system memory for better performance of UEFI Boot Manager,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5025PA,SW,W8 : One Note function test 5025PA,1,none,-100,240,,tmitsuhashi,ROOT: W8:Mobile Application function test - 5057PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,To qualify applicatoin for Win8,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
AP_0021,SW,AP_0021_Mode Switcher Function Test on FVT_V1.0,1.1,none,-100,480,,fyuan,Windows10,Single,Active,Win 10,"FVT,SIT",mtorres10,To confirm basic function of Mode Switcher during FVT,,NULL,
AP_0023,SW,AP_0023_Mode Switcher Reliability Test_V1.0,1.5,none,-100,420,Middle,vthangavel,Windows10,Single,Active,Win 10,,mtorres10,To confirm reliability of Mode Switcher Function,,NULL,
5508PA,SW,Win10:Continuum function test for FVT 5508PA,1.5,none,-100,240,,alee37,ROOT: Win10:Continuum function test for Yoga product on FVT,Matrix,Active,Win 10,FVT,vthangavel,confirm the Windows 10 Continuum feature during FVT,,Win10-64bit,
5451PA,SW,Win10:Multiple desktop feature test on FVT - 5451P 5451PA,1.2.2,none,-100,240,,alee37,ROOT: Win10:Multiple desktop feature test on FVT - 5451PA,Matrix,Active,Win 10,FVT,vthangavel,confirm the basic function of Windows 10 Multiple Desktop feature.,,Win10-64bit,
5450PA,SW,Win10:Continuum function test for Yoga product on SIT 5450PA,1.2.3,none,-100,240,,alee37,ROOT:Application Team:Win10 feature test in SIT - 5453PA,Matrix,Active,Win 10,SIT,vthangavel,confirm Windows 10 Continuum feature on different usage scenarios/integration.,,Win10-64bit,
5452PA,SW,Multiple desktop feature test on SIT 5452PA,1.1,none,-100,240,,gkothandaram,ROOT:Application Team:Win10 feature test in SIT - 5453PA,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm Windows 10 Multiple desktop feature under usage scenario case/integration test.,,Win10-64bit,
5571PA,SW,W10:Lenovo Settings (RAINBOW) hub function test 5571PA,2.1.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,Win 10,"SIT,FVT",vthangavel,-confirm the basic function of the application,,"Win10-32bit, Win10-64bit",
5576PA,SW,Lenovo Smart Settings UI confirmation 5576PA,1.7,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,-confirn Smart Settings UI and content,,"Win10-32bit, Win10-64bit",
5580PA,SW,Lenovo Vantage Settings (RAINBOW): Input Section confirmation for 3+2BCP 5580PA,2.8,none,-100,600,,gkothandaram,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,-confirm Lenovo Settings Input section for 3+2BCP product,,"Win 10, Win 11",
5593PA,SW,Lenovo Vantage :Power Section confirmation 5593PA,4.5,none,-100,1110,High,ycharmaine,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,confirm the Lenovo Settings Power section,,"Win10-64bit, Win 11 64bit",
5598PA,SW,Lenovo Vantage -Camera & Audio section confirmation 5598PA,4.3,none,-100,960,,ycharmaine,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,confirm Lenovo Settings Display section,,"Win10-64bit, Win 11 64bit",
5654PA,SW,W10:LCD Panel Display Color Temperature validation test,1.1,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 8.1",SIT,vthangavel,compare the supported Display Color Temperature of Paper Display with all supported LCD Panel(Suppliers and types),,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5695PA,SW,W10: Lenovo Vantage: Intelligent Dual Fan setting confirmation 5695PA,1.2,none,-100,240,,vthangavel,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,Win 10,"SIT,FVT",vthangavel,confirm LS Power's ThinkPad Intelligent Dual Fan setting,,Win10-64bit,
5765PA,SW,W10:Companion4(Tangram) / Lenovo Settings (RAINBOW) CS16 Keyboard Manager Function Test 5765PA,2.1,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,To validate CS16 Keyboard Maanger,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5454PA,SW,Win10:Google Chrome Microsoft Edge feature test on FVT 5454PA,1.3,none,-100,240,,alee37,ROOT:Win10:Spartan browser feature test on FVT - 5454PA,Matrix,Active,Win 10,FVT,tmitsuhashi,confirm basic function Windows 10 Spartan browser,,Win10-64bit,
4960PA,SW,Winflash Custom Logo loading confirmation 4960PA,1.2,none,-100,240,,tmitsuhashi,ROOT: Application team: Flash update verification - 5249PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Customer logo funciton,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5249PA,SW,Application team: Flash update verification 5249PA,1,none,-100,0,,tmitsuhashi,ROOT: Application team: Flash update verification - 5249PA,Single,Active,Win 10,SIT,vthangavel,confirm Winflash Custom Logo feature is working,,NULL,
5194PA,SW,MiraCast Function test 5194PA,2.3,none,-100,960,,qvanessa,ROOT: Wireless Display test - 5227PA,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,To verify MiraCast function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
APP_000,SW,LenovoPCManager Test Matrix & Spec,4.0-0714,PC Manager,-100,0,,jpajaro1,PC Manager,Single,Active,Win 10,,zhanglm11,PCManager test matrix and latest Spec.,,NULL,
APP_001,SW,LenovoPCManager_Nature feature,V2.2.4,PC Manager,-100,2160,Middle,lijy62,PC Manager,Single,Active,"Win 10, Win 11","FVT,SIT",lijy62,To validate PC Manager,,NULL,
APP_002,SW,LenovoPCManager-Power Setting,2.3,Power Setting,-100,480,Middle,vthangavel,PC Manager,Single,Active,Win 10,"FVT,SIT",lijy62,To validate PC Manager Power setting,,NULL,
APP_003,SW,LenovoPCManager-Input Setting,3.3,Input Settings,-100,240,Middle,qvanessa,PC Manager,Single,Active,Win 10,,lijy62,To Validate LenovoPCManager-Input Setting,,NULL,
AP_0012,SW,Columbia Function Test,0.5,Columbia,-100,480,Middle,vthangavel,Columbia,Single,Active,Win 10,"FVT,SIT",vthangavel,To Validate Columbia Function,,NULL,
AP_0018,SW,MS Team Room function Test,1,Columbia,-100,72,,qvanessa,Columbia,Single,Active,Win 10,,vthangavel,Rainier MS Team Room Test Case,,NULL,
AP_0014,SW,Intel Online Connect and CUP Functional Validation,0.3,IOC,-100,480,Middle,vthangavel,Intel Online Connect,Single,Active,Win 10,"FVT,SIT",vthangavel,To qualify Intel Online Connect.,,NULL,
3904PA,SW,FFRT:UltraNav Function Test(Synaptics/ALPS) 3904PA,2.5.2,none,-100,576,,timothy.roasa@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,SVT",vthangavel,To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.,,"Win7- 32 bit, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit",
4011PA,SW,Longrun test with enabling computrace and Bitlocker 4011PA,1.2,none,-100,96,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify longrun with computrace and bitlocker,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5200PA,SW,Intel Wireless Display Function Test 5200PA,1.5,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To verify Intel Wireless Display,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5209PA,SW,Intel Wireless Display Usability Test 5209PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Intel WiDi User scenario,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5227PA,SW,Wireless Display test 5227PA,1.2,none,-100,0,,tmitsuhashi,Obsolete,Single,Active,Win 10,SIT,vthangavel,confirm Wireless Display function,,NULL,
5262PA,SW,Cyberlink PowerDirector function test 5262PA,1.3,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,confirm PowerDirector function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5272PA,SW,Lenovo Multimode function test 5272PA,1.9,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,confirm functionality,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5281PA,SW,Lenovo Settings Auto-update function test 5281PA,1.2,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,confirm Lenovo Settings Auto-update function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5344PA,SW,Ultranav Driver test 5344PA,2.7,none,-100,480,,gkothandaram,Obsolete,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,confirm Ultranav GUI settings,,"Win10-64bit, Win7- 64bit",
5348PA,SW,Lenovo Companion usage case test 5348PA,1.6,none,-100,360,,tmitsuhashi,Obsolete,Matrix,Active,Win 8.1,"SIT,FVT",tmitsuhashi,confirm Lenovo Companion metro apps,,"Win81-64bit, Win81-32bit",
5381PA,SW,Lenovo Settings: Pointing Devices section 5381PA,1.3,none,-100,360,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,"Confirm the following items under Lenovo Settings Pointing Devices section-ThinkPad tab and LS Pointing Devices section settings should be synchronized at all times.-each settings or links should work accordingly under LS Pointing devices section-LS Pointing Devices settings should be kept under different scenarios(resume from PM, sign-out/sign-in, etc.)",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5382PA,SW,3+2BCP: Ultranav Driver test(ALPS) 5382PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,Win 10,"SIT,FVT",vthangavel,-make sure Ultranav driver settings are working as expected-ultranav function should work accordingly under custom settings-make sure GUI have no truncated items or garbage under external monitor or on different LCD models,,"Win10-64bit, Win7- 64bit",
5390PA,SW,Lenovo Settings: PaperDisplay test (Manual) 5390PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",tmitsuhashi,-confirm PaperDisplay function under normal usage and advance usage case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5393PA,SW,Intel WiDi Pro function test 5393PA,1.6,none,-100,144,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,-confirm Intel WiDi Pro GUI and basic functions.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5394PA,SW,Intel WiDi Pro usage test 5394PA,1.5,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,-confirm Intel WiDi Pro function under different usage scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
